sample_id	pos	softL	softR	read_len
PN1_SID58	17933871	0	0	151
PN1_SID58	17933891	0	2	150
PN1_SID58	17933894	0	0	151
PN1_SID58	17933899	0	0	151
PN1_SID59	17925637	0	2	151
PN1_SID59	17925658	0	0	151
PN1_SID59	17933699	8	0	95
PN1_SID59	17933735	0	0	50
PN1_SID59	17933736	19	0	132
PN1_SID59	17933744	0	0	151
PN1_SID59	17933762	13	0	151
PN1_SID59	17933768	0	2	151
PN1_SID59	17933800	0	0	151
PN1_SID59	17933816	0	0	151
PN1_SID59	17933840	0	0	150
PN1_SID59	17933844	2	0	141
PN1_SID59	17933861	22	0	151
PN1_SID59	17933889	0	0	151
PN1_SID59	17933894	0	0	151
PN1_SID59	17933899	0	0	136
PN1_SID59	17933899	0	2	107
PN1_SID5	17900838	0	5	36
PN1_SID5	17925647	3	0	151
PN1_SID5	17933741	13	0	57
PN1_SID5	17933743	0	0	62
PN1_SID5	17933745	0	0	53
PN1_SID5	17933837	0	0	151
PN1_SID5	17933842	0	0	80
PN1_SID5	17933865	0	0	151
PN1_SID5	17933886	26	0	151
PN1_SID5	17933891	0	0	151
PN1_SID5	17933896	0	0	151
PN1_SID5	17933899	0	0	151
PN1_SID60	17924893	0	0	151
PN1_SID60	17933817	0	0	151
PN1_SID60	17933834	9	0	151
PN1_SID60	17933836	0	0	104
PN1_SID60	17933837	0	0	151
PN1_SID60	17933844	40	0	151
PN1_SID60	17933845	2	0	37
PN1_SID60	17933863	0	0	151
PN1_SID60	17933877	6	0	149
PN1_SID60	17933883	0	0	151
PN1_SID60	17933889	0	0	133
PN1_SID60	17933891	0	0	151
PN1_SID60	17933896	34	0	128
PN1_SID60	17933899	0	0	151
PN1_SID61	17925682	0	0	151
PN1_SID61	17933703	0	0	151
PN1_SID61	17933732	12	0	49
PN1_SID61	17933742	0	0	39
PN1_SID61	17933757	0	0	151
PN1_SID61	17933820	0	0	60
PN1_SID61	17933842	18	0	102
PN1_SID61	17933879	14	0	151
PN1_SID61	17933899	0	0	151
PN1_SID61	17933899	0	0	151
PN1_SID62	17933770	0	13	151
PN1_SID62	17933872	0	0	151
PN1_SID63	17933698	0	0	151
PN1_SID63	17933745	0	0	69
PN1_SID63	17933770	0	0	151
PN1_SID63	17933787	0	0	116
PN1_SID63	17933787	0	0	116
PN1_SID63	17933856	2	0	46
PN1_SID63	17933856	2	0	101
PN1_SID63	17933877	5	0	151
PN1_SID63	17933878	0	0	43
PN1_SID63	17933890	1	0	124
PN1_SID63	17933896	0	20	150
PN1_SID63	17933899	0	0	151
PN1_SID63	17933899	0	0	151
PN1_SID63	17933899	0	0	151
PN1_SID63	17933899	0	1	150
PN1_SID64	17925647	27	0	151
PN1_SID64	17925668	14	0	92
PN1_SID64	17933742	0	0	43
PN1_SID64	17933746	0	30	151
PN1_SID64	17933772	0	0	151
PN1_SID64	17933777	0	0	151
PN1_SID64	17933789	0	0	57
PN1_SID64	17933826	0	0	151
PN1_SID64	17933845	14	0	64
PN1_SID64	17933869	15	0	151
PN1_SID64	17933872	0	0	151
PN1_SID64	17933872	0	0	151
PN1_SID64	17933875	17	0	151
PN1_SID64	17933891	0	0	150
PN1_SID64	17933899	0	0	38
PN1_SID65	17933723	0	0	84
PN1_SID65	17933770	0	10	151
PN1_SID65	17933844	15	0	151
PN1_SID66	17933767	0	0	151
PN1_SID66	17933808	0	0	149
PN1_SID66	17933839	0	0	151
PN1_SID66	17933879	6	0	151
PN1_SID66	17933899	0	0	151
PN1_SID66	17933899	0	0	150
PN1_SID67	17933691	18	0	112
PN1_SID67	17933746	0	0	151
PN1_SID67	17933746	0	0	151
PN1_SID67	17933804	0	0	151
PN1_SID67	17933826	0	0	151
PN1_SID67	17933826	0	0	151
PN1_SID67	17933840	0	0	150
PN1_SID67	17933845	5	0	40
PN1_SID67	17933867	0	6	141
PN1_SID67	17933871	0	0	150
PN1_SID68	17933720	2	0	66
PN1_SID68	17933731	0	0	151
PN1_SID68	17933806	0	0	151
PN1_SID68	17933826	0	0	151
PN1_SID68	17933845	0	0	151
PN1_SID68	17933864	0	0	151
PN1_SID68	17933872	0	0	151
PN1_SID68	17933883	0	0	151
PN1_SID68	17933889	0	0	151
PN1_SID68	17933891	0	0	144
PN1_SID68	17933899	0	0	151
PN1_SID68	17933899	0	0	149
PN1_SID68	17933899	0	0	151
PN1_SID69	17933691	27	0	150
PN1_SID69	17933729	0	0	151
PN1_SID69	17933734	5	0	151
PN1_SID69	17933734	4	0	150
PN1_SID69	17933734	5	0	151
PN1_SID69	17933746	0	0	68
PN1_SID69	17933790	0	0	151
PN1_SID69	17933816	0	0	151
PN1_SID69	17933826	0	0	151
PN1_SID69	17933834	0	0	151
PN1_SID69	17933842	0	0	151
PN1_SID69	17933858	0	0	151
PN1_SID69	17933870	5	0	47
PN1_SID69	17933878	6	0	151
PN1_SID69	17933888	37	0	150
PN1_SID69	17933890	24	0	89
PN1_SID69	17933893	0	0	96
PN1_SID69	17933893	0	0	150
PN1_SID69	17933897	1	0	151
PN1_SID6	17924286	12	0	151
PN1_SID6	17924286	12	0	151
PN1_SID6	17925698	0	0	151
PN1_SID6	17933732	3	0	151
PN1_SID6	17933778	0	0	151
PN1_SID6	17933786	0	0	37
PN1_SID6	17933816	0	0	151
PN1_SID6	17933837	0	0	151
PN1_SID6	17933843	0	0	151
PN1_SID6	17933859	0	0	151
PN1_SID6	17933873	0	0	151
PN1_SID6	17933881	0	0	151
PN1_SID6	17933885	22	0	92
PN1_SID6	17933899	0	0	151
PN1_SID70	17933766	10	0	107
PN1_SID70	17933774	1	0	151
PN1_SID70	17933826	0	0	151
PN1_SID70	17933865	0	0	151
PN1_SID70	17933891	0	0	151
PN1_SID70	17933896	0	0	89
PN1_SID70	17933899	0	0	151
PN1_SID71	17925673	8	0	151
PN1_SID71	17933702	0	0	151
PN1_SID71	17933770	0	0	151
PN1_SID71	17933808	0	0	151
PN1_SID71	17933821	0	6	150
PN1_SID71	17933821	0	0	151
PN1_SID71	17933835	0	0	151
PN1_SID71	17933842	0	0	36
PN1_SID71	17933861	0	0	151
PN1_SID71	17933865	6	0	151
PN1_SID71	17933865	0	0	130
PN1_SID71	17933883	0	0	151
PN1_SID71	17933888	0	0	151
PN1_SID71	17933889	0	0	151
PN1_SID71	17933891	0	0	151
PN1_SID71	17933891	0	0	150
PN1_SID71	17933891	0	0	151
PN1_SID71	17933896	0	0	151
PN1_SID71	17933899	0	0	151
PN1_SID71	17933899	0	0	151
PN1_SID72	17933737	5	0	90
PN1_SID72	17933801	0	0	150
PN1_SID72	17933821	0	0	151
PN1_SID72	17933821	0	0	151
PN1_SID72	17933824	0	0	150
PN1_SID72	17933838	0	0	150
PN1_SID72	17933840	0	0	150
PN1_SID72	17933840	0	0	149
PN1_SID72	17933851	0	0	110
PN1_SID72	17933865	0	0	151
PN1_SID72	17933871	0	0	151
PN1_SID72	17933877	0	2	132
PN1_SID72	17933889	0	0	151
PN1_SID72	17933896	0	0	151
PN1_SID72	17933896	0	0	151
PN1_SID72	17933898	0	0	57
PN1_SID72	17933899	0	0	151
PN1_SID72	17933899	0	2	121
PN1_SID72	17933899	0	0	151
PN1_SID72	17933899	0	3	47
PN1_SID72	17933899	0	0	56
PN1_SID73	17925719	0	0	151
PN1_SID73	17925720	0	0	151
PN1_SID73	17933770	0	0	151
PN1_SID73	17933827	0	0	151
PN1_SID73	17933872	5	0	151
PN1_SID73	17933873	0	6	151
PN1_SID73	17933873	0	6	151
PN1_SID73	17933874	3	3	150
PN1_SID73	17933878	0	0	151
PN1_SID73	17933888	6	0	151
PN1_SID73	17933891	0	0	151
PN1_SID74	17924916	0	0	151
PN1_SID74	17925673	0	0	151
PN1_SID74	17925721	0	0	151
PN1_SID74	17933699	0	0	46
PN1_SID74	17933718	0	0	151
PN1_SID74	17933772	0	15	151
PN1_SID74	17933783	0	26	151
PN1_SID74	17933797	0	0	71
PN1_SID74	17933816	0	9	101
PN1_SID74	17933829	2	0	151
PN1_SID74	17933843	0	0	48
PN1_SID74	17933845	0	24	86
PN1_SID74	17933860	21	0	69
PN1_SID74	17933886	7	0	151
PN1_SID75	17925678	0	0	151
PN1_SID75	17933742	0	0	72
PN1_SID75	17933811	0	0	151
PN1_SID75	17933835	0	0	151
PN1_SID75	17933865	0	0	80
PN1_SID75	17933891	0	0	151
PN1_SID75	17933891	0	0	151
PN1_SID75	17933897	0	0	107
PN1_SID75	17933899	0	0	151
PN1_SID76	17933857	0	0	151
PN1_SID76	17933859	2	0	151
PN1_SID76	17933894	0	0	151
PN1_SID77	17924905	0	0	151
PN1_SID77	17933723	0	0	151
PN1_SID77	17933729	0	0	151
PN1_SID77	17933741	10	0	89
PN1_SID77	17933816	0	0	151
PN1_SID77	17933864	0	0	150
PN1_SID77	17933885	11	0	53
PN1_SID77	17933885	0	0	151
PN1_SID77	17933886	0	0	151
PN1_SID78	17925663	19	0	151
PN1_SID78	17933745	0	0	99
PN1_SID78	17933808	0	0	150
PN1_SID78	17933827	0	0	151
PN1_SID78	17933829	2	0	151
PN1_SID78	17933856	0	0	151
PN1_SID78	17933865	0	0	151
PN1_SID78	17933865	0	0	151
PN1_SID78	17933867	0	0	151
PN1_SID78	17933867	0	0	151
PN1_SID78	17933867	0	0	151
PN1_SID78	17933878	10	0	113
PN1_SID78	17933891	0	0	151
PN1_SID78	17933891	0	0	150
PN1_SID78	17933898	0	0	85
PN1_SID78	17933899	0	0	38
PN1_SID78	17933899	0	0	151
PN1_SID79	17933866	0	0	139
PN1_SID79	17933878	0	0	151
PN1_SID79	17933891	0	0	71
PN1_SID79	17933895	0	0	100
PN1_SID79	17933899	0	0	151
PN1_SID7	17925689	0	0	151
PN1_SID7	17933745	0	0	69
PN1_SID7	17933840	0	0	151
PN1_SID7	17933852	47	0	150
PN1_SID7	17933852	7	0	151
PN1_SID7	17933857	0	0	151
PN1_SID7	17933888	4	0	151
PN1_SID7	17933893	0	0	37
PN1_SID7	17933893	0	0	37
PN1_SID7	17933901	9	0	68
PN1_SID80	17933834	38	0	151
PN1_SID80	17933850	0	0	151
PN1_SID80	17933865	0	0	68
PN1_SID80	17933872	0	0	151
PN1_SID80	17933879	14	0	61
PN1_SID80	17933888	0	0	151
PN1_SID80	17933895	5	0	151
PN1_SID80	17933899	0	0	151
PN1_SID81	17933789	0	0	74
PN1_SID81	17933811	0	0	150
PN1_SID81	17933845	18	0	53
PN1_SID81	17933864	0	0	151
PN1_SID81	17933890	0	0	151
PN1_SID81	17933893	0	0	151
PN1_SID81	17933899	0	0	151
PN1_SID82	17925700	0	0	151
PN1_SID82	17933745	0	0	54
PN1_SID82	17933745	0	0	54
PN1_SID82	17933749	0	0	50
PN1_SID82	17933758	0	0	59
PN1_SID82	17933765	0	0	115
PN1_SID82	17933822	0	0	151
PN1_SID82	17933824	0	0	97
PN1_SID82	17933826	0	19	101
PN1_SID82	17933837	0	0	151
PN1_SID82	17933837	0	0	151
PN1_SID82	17933858	0	0	151
PN1_SID82	17933863	0	0	142
PN1_SID82	17933865	0	0	151
PN1_SID82	17933865	0	0	151
PN1_SID82	17933872	0	0	151
PN1_SID82	17933872	0	0	151
PN1_SID82	17933878	0	0	86
PN1_SID82	17933899	0	0	151
PN1_SID82	17933901	0	0	151
PN1_SID83	17925704	0	2	60
PN1_SID83	17925712	15	0	68
PN1_SID83	17933744	0	0	151
PN1_SID83	17933747	0	0	151
PN1_SID83	17933806	0	14	150
PN1_SID83	17933826	0	0	151
PN1_SID83	17933830	0	0	151
PN1_SID83	17933837	0	0	151
PN1_SID83	17933845	14	0	49
PN1_SID83	17933855	0	0	151
PN1_SID83	17933871	0	0	151
PN1_SID83	17933891	0	0	151
PN1_SID83	17933896	0	0	151
PN1_SID83	17933899	0	0	151
PN1_SID84	17874816	0	21	151
PN1_SID84	17874816	0	21	151
PN1_SID84	17925691	0	0	95
PN1_SID84	17925719	0	0	151
PN1_SID84	17933728	0	0	43
PN1_SID84	17933826	0	0	151
PN1_SID84	17933826	0	0	151
PN1_SID84	17933828	15	0	117
PN1_SID84	17933830	40	0	151
PN1_SID84	17933832	0	0	123
PN1_SID84	17933834	16	0	151
PN1_SID84	17933837	0	0	151
PN1_SID84	17933873	23	0	69
PN1_SID84	17933881	13	0	151
PN1_SID84	17933883	5	0	151
PN1_SID84	17933883	0	0	151
PN1_SID84	17933884	0	0	149
PN1_SID84	17933894	0	0	151
PN1_SID84	17933899	0	0	151
PN1_SID85	17877291	0	0	151
PN1_SID85	17933736	10	0	90
PN1_SID85	17933742	0	0	41
PN1_SID85	17933770	0	0	151
PN1_SID85	17933838	0	0	93
PN1_SID85	17933839	1	0	149
PN1_SID85	17933865	0	0	151
PN1_SID85	17933883	0	0	82
PN1_SID85	17933891	0	0	112
PN1_SID85	17933899	0	0	151
PN1_SID86	17878465	0	0	151
PN1_SID86	17933752	0	0	41
PN1_SID86	17933787	0	0	151
PN1_SID86	17933804	0	0	151
PN1_SID86	17933844	40	0	151
PN1_SID86	17933848	0	0	151
PN1_SID86	17933872	0	0	151
PN1_SID86	17933884	0	0	66
PN1_SID86	17933888	0	0	151
PN1_SID86	17933891	0	0	151
PN1_SID86	17933899	0	0	151
PN1_SID87	17925710	17	0	102
PN1_SID87	17925710	17	0	102
PN1_SID87	17925710	17	0	102
PN1_SID87	17933712	0	0	151
PN1_SID87	17933742	0	0	57
PN1_SID87	17933743	0	0	42
PN1_SID87	17933795	41	0	145
PN1_SID87	17933806	0	0	84
PN1_SID87	17933826	0	3	126
PN1_SID87	17933837	0	0	151
PN1_SID87	17933837	0	0	151
PN1_SID87	17933845	0	0	56
PN1_SID87	17933859	0	0	56
PN1_SID87	17933865	0	0	151
PN1_SID87	17933890	9	0	151
PN1_SID87	17933899	0	0	151
PN1_SID88	17924897	0	0	151
PN1_SID88	17925676	0	0	151
PN1_SID88	17925676	0	0	79
PN1_SID88	17933691	7	0	151
PN1_SID88	17933728	0	0	151
PN1_SID88	17933735	0	0	150
PN1_SID88	17933746	0	0	151
PN1_SID88	17933752	2	0	151
PN1_SID88	17933782	0	25	151
PN1_SID88	17933803	0	0	51
PN1_SID88	17933804	0	2	151
PN1_SID88	17933804	0	0	151
PN1_SID88	17933861	20	0	149
PN1_SID89	17933771	14	0	151
PN1_SID89	17933794	4	0	130
PN1_SID89	17933794	4	0	54
PN1_SID89	17933828	2	0	151
PN1_SID89	17933864	0	0	58
PN1_SID89	17933893	6	0	151
PN1_SID89	17933893	6	0	151
PN1_SID89	17933899	0	0	151
PN1_SID89	17933899	0	0	151
PN1_SID89	17933901	0	0	151
PN1_SID8	17933742	0	0	93
PN1_SID8	17933742	0	0	78
PN1_SID8	17933821	0	0	151
PN1_SID8	17933832	0	0	151
PN1_SID8	17933850	0	0	151
PN1_SID8	17933872	1	0	123
PN1_SID8	17933879	0	0	151
PN1_SID8	17933893	4	0	151
PN1_SID8	17933894	0	0	151
PN1_SID8	17933900	1	0	151
PN1_SID90	17925669	0	0	151
PN1_SID90	17933821	0	0	151
PN1_SID90	17933834	9	0	151
PN1_SID90	17933872	0	0	150
PN1_SID90	17933878	0	0	112
PN1_SID90	17933899	0	0	151
PN1_SID91	17925634	0	0	112
PN1_SID91	17925642	0	0	151
PN1_SID91	17925709	0	0	151
PN1_SID91	17933745	0	0	36
PN1_SID91	17933806	0	0	151
PN1_SID91	17933808	0	0	151
PN1_SID91	17933849	5	0	107
PN1_SID91	17933859	7	0	150
PN1_SID91	17933878	0	0	151
PN1_SID91	17933899	0	0	151
PN1_SID92	17933798	0	0	150
PN1_SID92	17933829	2	0	151
PN1_SID92	17933837	0	0	57
PN1_SID92	17933838	0	0	70
PN1_SID92	17933865	0	0	151
PN1_SID92	17933881	0	0	151
PN1_SID92	17933888	0	0	151
PN1_SID92	17933888	0	0	151
PN1_SID92	17933889	0	0	151
PN1_SID92	17933894	0	0	149
PN1_SID92	17933894	0	0	151
PN1_SID92	17933896	0	0	151
PN1_SID93	17925669	0	0	151
PN1_SID93	17933729	0	0	40
PN1_SID93	17933790	0	0	151
PN1_SID93	17933821	0	0	151
PN1_SID93	17933821	0	0	151
PN1_SID93	17933821	0	0	151
PN1_SID93	17933850	0	0	145
PN1_SID93	17933850	0	0	151
PN1_SID93	17933860	4	0	151
PN1_SID93	17933880	8	0	151
PN1_SID93	17933880	8	0	151
PN1_SID93	17933891	0	0	151
PN1_SID93	17933899	0	0	151
PN1_SID93	17933899	0	0	51
PN1_SID94	17925644	19	0	150
PN1_SID94	17933832	0	0	151
PN1_SID94	17933839	0	0	151
PN1_SID94	17933865	0	0	151
PN1_SID94	17933871	0	0	151
PN1_SID94	17933872	0	0	106
PN1_SID94	17933891	0	0	55
PN1_SID94	17933894	0	0	151
PN1_SID95	17933697	0	0	151
PN1_SID95	17933744	0	0	61
PN1_SID95	17933772	0	0	151
PN1_SID95	17933794	0	0	151
PN1_SID95	17933808	0	0	151
PN1_SID95	17933808	0	1	151
PN1_SID95	17933821	0	0	151
PN1_SID95	17933824	0	0	150
PN1_SID95	17933824	10	0	66
PN1_SID95	17933827	0	0	151
PN1_SID95	17933834	16	0	115
PN1_SID95	17933873	2	0	96
PN1_SID95	17933873	2	0	96
PN1_SID95	17933878	0	0	124
PN1_SID95	17933901	0	0	150
PN1_SID95	17933901	0	0	151
PN1_SID96	17933735	40	0	151
PN1_SID96	17933804	0	0	151
PN1_SID96	17933806	0	0	151
PN1_SID96	17933845	0	0	151
PN1_SID96	17933850	0	0	151
PN1_SID96	17933851	6	2	50
PN1_SID96	17933861	20	0	151
PN1_SID96	17933865	0	0	151
PN1_SID96	17933865	0	0	151
PN1_SID96	17933865	0	0	151
PN1_SID96	17933871	0	0	151
PN1_SID96	17933873	0	0	151
PN1_SID96	17933877	0	0	90
PN1_SID96	17933883	0	0	151
PN1_SID96	17933889	1	0	151
PN1_SID96	17933894	0	0	151
PN1_SID96	17933895	4	0	151
PN1_SID96	17933896	0	0	151
PN1_SID96	17933899	0	0	129
PN1_SID96	17933899	0	0	151
PN1_SID96	17933899	0	0	151
PN1_SID96	17933899	0	0	151
PN1_SID96	17933899	0	0	151
PN1_SID96	17933899	0	0	151
PN1_SID96	17933899	0	0	151
PN1_SID96	17933899	0	11	94
PN1_SID96	17933899	0	0	151
PN1_SID9	17933733	0	0	150
PN1_SID9	17933745	0	0	118
PN1_SID9	17933770	35	0	145
PN1_SID9	17933789	0	0	74
PN1_SID9	17933821	10	0	151
PN1_SID9	17933821	0	0	151
PN1_SID9	17933826	0	0	151
PN1_SID9	17933833	2	0	151
PN1_SID9	17933840	0	0	150
PN1_SID9	17933856	0	0	120
PN1_SID9	17933856	0	0	151
PN1_SID9	17933865	0	0	151
PN1_SID9	17933867	0	0	151
PN1_SID9	17933869	0	0	151
PN1_SID9	17933869	0	0	151
PN1_SID9	17933895	0	0	82
PN1_SID9	17933899	0	0	151
PN1_SID9	17933899	0	0	41
PN2_SID100	17933787	0	0	139
PN2_SID100	17933803	0	0	150
PN2_SID100	17933816	0	0	42
PN2_SID100	17933818	0	0	151
PN2_SID100	17933826	0	0	107
PN2_SID100	17933837	0	0	150
PN2_SID100	17933837	0	0	151
PN2_SID100	17933854	0	0	151
PN2_SID100	17933865	8	0	151
PN2_SID100	17933867	0	0	151
PN2_SID100	17933872	0	2	136
PN2_SID100	17933888	0	1	151
PN2_SID100	17933890	34	0	151
PN2_SID100	17933891	0	0	151
PN2_SID100	17933899	0	0	151
PN2_SID100	17933901	0	3	110
PN2_SID101	17925691	0	0	151
PN2_SID101	17933691	5	0	151
PN2_SID101	17933693	0	0	151
PN2_SID101	17933735	6	0	55
PN2_SID101	17933745	0	0	60
PN2_SID101	17933763	0	2	51
PN2_SID101	17933776	4	0	151
PN2_SID101	17933794	0	0	150
PN2_SID101	17933804	0	0	151
PN2_SID101	17933826	0	0	43
PN2_SID101	17933826	0	0	151
PN2_SID101	17933826	0	0	134
PN2_SID101	17933828	2	0	110
PN2_SID101	17933853	0	0	151
PN2_SID101	17933856	0	0	133
PN2_SID101	17933861	20	0	88
PN2_SID101	17933863	0	0	151
PN2_SID101	17933879	0	0	151
PN2_SID101	17933888	0	0	150
PN2_SID101	17933891	0	0	151
PN2_SID101	17933891	0	0	151
PN2_SID101	17933897	0	0	151
PN2_SID101	17933899	0	0	63
PN2_SID101	17933899	0	0	121
PN2_SID101	17933899	0	0	151
PN2_SID101	17933899	0	0	151
PN2_SID102	17874815	0	0	151
PN2_SID102	17933712	0	11	151
PN2_SID102	17933768	0	0	102
PN2_SID102	17933770	0	0	151
PN2_SID102	17933804	0	0	151
PN2_SID102	17933826	0	0	151
PN2_SID102	17933832	0	0	145
PN2_SID102	17933837	0	0	110
PN2_SID102	17933838	1	0	151
PN2_SID102	17933840	0	0	151
PN2_SID102	17933842	0	0	151
PN2_SID102	17933850	0	0	63
PN2_SID102	17933871	0	0	151
PN2_SID102	17933888	6	0	151
PN2_SID102	17933889	0	0	151
PN2_SID102	17933891	0	14	119
PN2_SID102	17933895	4	0	151
PN2_SID102	17933899	0	0	137
PN2_SID103	17933821	0	0	151
PN2_SID103	17933841	28	0	151
PN2_SID103	17933866	8	0	151
PN2_SID103	17933871	0	0	151
PN2_SID103	17933871	0	1	117
PN2_SID103	17933889	0	0	79
PN2_SID103	17933889	0	0	151
PN2_SID103	17933896	0	0	151
PN2_SID103	17933899	0	0	151
PN2_SID104	17925642	0	0	151
PN2_SID104	17925655	0	0	151
PN2_SID104	17933755	0	0	151
PN2_SID104	17933762	0	0	96
PN2_SID104	17933765	0	8	151
PN2_SID104	17933765	0	0	45
PN2_SID104	17933772	0	15	151
PN2_SID104	17933856	8	10	70
PN2_SID104	17933865	0	0	151
PN2_SID105	17933772	0	0	151
PN2_SID105	17933772	0	0	151
PN2_SID105	17933772	0	0	151
PN2_SID105	17933798	0	0	151
PN2_SID105	17933804	0	0	151
PN2_SID105	17933826	0	0	151
PN2_SID105	17933840	0	0	151
PN2_SID105	17933866	1	0	71
PN2_SID105	17933871	0	0	151
PN2_SID105	17933878	0	0	151
PN2_SID105	17933890	0	0	151
PN2_SID105	17933899	0	0	150
PN2_SID106	17925678	0	0	151
PN2_SID106	17925678	0	0	151
PN2_SID106	17925707	0	0	151
PN2_SID106	17925707	0	0	151
PN2_SID106	17925721	0	0	151
PN2_SID106	17933699	0	0	151
PN2_SID106	17933744	0	2	49
PN2_SID106	17933827	0	0	151
PN2_SID106	17933834	8	2	151
PN2_SID106	17933844	15	0	151
PN2_SID106	17933844	13	0	149
PN2_SID106	17933844	15	0	151
PN2_SID106	17933844	15	0	151
PN2_SID106	17933845	0	0	151
PN2_SID106	17933850	0	0	151
PN2_SID106	17933851	0	0	151
PN2_SID106	17933859	41	0	151
PN2_SID106	17933859	0	0	151
PN2_SID106	17933866	0	0	151
PN2_SID106	17933878	0	0	151
PN2_SID106	17933878	0	0	151
PN2_SID106	17933884	0	0	151
PN2_SID106	17933886	0	0	151
PN2_SID106	17933894	7	2	150
PN2_SID106	17933899	0	0	150
PN2_SID107	17925660	0	0	151
PN2_SID107	17933806	0	0	150
PN2_SID107	17933821	0	0	151
PN2_SID107	17933832	0	0	151
PN2_SID107	17933842	2	0	64
PN2_SID107	17933845	0	0	42
PN2_SID107	17933852	10	0	84
PN2_SID107	17933853	0	2	151
PN2_SID107	17933861	6	0	43
PN2_SID107	17933863	0	2	64
PN2_SID107	17933863	0	0	151
PN2_SID107	17933865	0	0	61
PN2_SID107	17933867	0	0	151
PN2_SID107	17933871	0	0	151
PN2_SID107	17933871	0	0	151
PN2_SID107	17933874	30	0	151
PN2_SID107	17933878	0	0	151
PN2_SID107	17933878	0	0	151
PN2_SID107	17933883	31	0	151
PN2_SID107	17933883	0	0	151
PN2_SID107	17933888	0	0	116
PN2_SID107	17933897	0	0	151
PN2_SID108	17924921	0	0	151
PN2_SID108	17925724	29	0	151
PN2_SID108	17925724	29	0	151
PN2_SID108	17925724	25	0	147
PN2_SID108	17925724	29	0	151
PN2_SID108	17933746	0	0	117
PN2_SID108	17933746	0	0	151
PN2_SID108	17933821	0	0	151
PN2_SID108	17933822	0	0	151
PN2_SID108	17933822	0	0	149
PN2_SID108	17933837	0	0	151
PN2_SID108	17933837	0	0	151
PN2_SID108	17933850	0	0	151
PN2_SID108	17933867	2	0	151
PN2_SID109	17933699	0	2	41
PN2_SID109	17933701	0	0	151
PN2_SID109	17933735	25	0	89
PN2_SID109	17933736	6	0	93
PN2_SID109	17933737	0	0	107
PN2_SID109	17933768	0	0	151
PN2_SID109	17933807	8	0	151
PN2_SID109	17933807	8	0	151
PN2_SID109	17933826	0	0	151
PN2_SID109	17933829	2	0	151
PN2_SID109	17933837	0	0	151
PN2_SID109	17933843	0	0	151
PN2_SID109	17933845	14	0	49
PN2_SID109	17933846	0	0	151
PN2_SID109	17933848	0	0	150
PN2_SID109	17933850	0	0	151
PN2_SID109	17933863	0	0	150
PN2_SID109	17933863	0	0	151
PN2_SID109	17933865	0	0	151
PN2_SID109	17933871	0	3	150
PN2_SID109	17933871	0	0	151
PN2_SID109	17933876	25	0	151
PN2_SID109	17933886	0	0	151
PN2_SID109	17933891	0	0	71
PN2_SID109	17933895	5	0	151
PN2_SID109	17933899	0	0	151
PN2_SID109	17933899	0	0	151
PN2_SID109	17933899	0	0	127
PN2_SID110	17925712	0	0	37
PN2_SID110	17933736	3	1	89
PN2_SID110	17933743	0	0	79
PN2_SID110	17933744	0	3	40
PN2_SID110	17933808	0	0	151
PN2_SID110	17933808	0	0	151
PN2_SID110	17933808	0	0	150
PN2_SID110	17933808	0	0	151
PN2_SID110	17933811	0	0	151
PN2_SID110	17933811	0	0	151
PN2_SID110	17933811	0	0	151
PN2_SID110	17933821	0	0	151
PN2_SID110	17933826	0	0	151
PN2_SID110	17933844	15	0	151
PN2_SID110	17933844	4	1	41
PN2_SID110	17933850	0	0	57
PN2_SID110	17933850	0	0	94
PN2_SID110	17933850	0	0	151
PN2_SID110	17933850	0	0	151
PN2_SID110	17933860	11	0	77
PN2_SID110	17933866	0	0	151
PN2_SID110	17933871	0	0	151
PN2_SID110	17933878	0	0	91
PN2_SID110	17933879	0	0	151
PN2_SID110	17933881	9	0	56
PN2_SID110	17933885	13	0	151
PN2_SID110	17933885	13	0	151
PN2_SID110	17933885	9	0	147
PN2_SID110	17933889	0	0	151
PN2_SID110	17933889	0	0	151
PN2_SID110	17933893	4	0	151
PN2_SID110	17933893	4	0	137
PN2_SID110	17933899	0	0	151
PN2_SID110	17933899	0	0	150
PN2_SID111	17933767	0	0	151
PN2_SID111	17933777	0	2	151
PN2_SID111	17933838	0	2	151
PN2_SID111	17933865	0	0	151
PN2_SID111	17933865	0	0	151
PN2_SID111	17933871	0	0	151
PN2_SID111	17933883	0	2	151
PN2_SID111	17933888	0	0	151
PN2_SID111	17933891	0	0	151
PN2_SID111	17933896	0	0	151
PN2_SID111	17933896	0	0	151
PN2_SID111	17933899	0	0	151
PN2_SID111	17933901	0	0	150
PN2_SID112	17933733	8	0	95
PN2_SID112	17933767	0	0	151
PN2_SID112	17933780	0	0	138
PN2_SID112	17933811	0	0	151
PN2_SID112	17933821	0	0	150
PN2_SID112	17933821	0	0	151
PN2_SID112	17933826	0	0	151
PN2_SID112	17933837	0	0	143
PN2_SID112	17933843	0	0	151
PN2_SID112	17933845	14	0	49
PN2_SID112	17933850	0	0	151
PN2_SID112	17933852	26	0	102
PN2_SID112	17933853	0	0	151
PN2_SID112	17933853	0	0	150
PN2_SID112	17933886	0	0	151
PN2_SID112	17933891	0	0	151
PN2_SID112	17933891	0	0	151
PN2_SID112	17933891	38	0	151
PN2_SID112	17933891	0	0	151
PN2_SID112	17933894	0	0	56
PN2_SID112	17933897	0	0	149
