pos	strand	class	group	depth
42032372	plus	ppl2	Teo	211
42032627	plus	unassigned	Teo	34
42033172	plus	unassigned	Teo	5
42033002	plus	unassigned	Teo	7
42033211	minus	nbr	B73	31
42031697	minus	unassigned	B73	3
42033398	minus	nbr	B73	2
42033177	minus	nbr	B73	41
42032631	plus	ppl2	B73	108
42032410	plus	ppl2	B73	65
42031680	minus	unassigned	B73	2
42032376	plus	ppl2	B73	58
42032155	plus	ppl2	B73	27
42032597	plus	ppl2	B73	129
42033324	minus	unassigned	B73	1
42033209	minus	nbr	Teo	7
42032629	plus	ppl2	Teo	496
42032408	plus	ppl2	Teo	240
42032400	minus	unassigned	B73	29
42032798	minus	unassigned	B73	56
42031631	plus	unassigned	B73	4
42032781	minus	unassigned	B73	97
42032862	minus	nbr	B73	106
42031874	minus	unassigned	B73	4
42031840	plus	ppl2	B73	8
42032962	plus	unassigned	B73	15
42033255	plus	unassigned	B73	4
42032753	plus	unassigned	Teo	694
42033046	plus	unassigned	Teo	6
42031838	plus	ppl2	Teo	6
42032625	minus	unassigned	Teo	15
42032779	minus	unassigned	B73	97
42031878	plus	unassigned	B73	2
42032762	minus	unassigned	B73	97
42031960	plus	unassigned	B73	1
42031855	minus	unassigned	B73	5
42033083	minus	nbr	B73	109
42032793	minus	unassigned	Teo	5
42032253	plus	unassigned	B73	1
42031886	minus	unassigned	Teo	7
42032563	plus	unassigned	Teo	37
42033336	minus	nbr	Teo	1
42033115	minus	nbr	Teo	15
42033147	minus	unassigned	B73	1
42032836	plus	unassigned	B73	5916
42033129	plus	unassigned	B73	11
42032314	plus	ppl2	Teo	100
42032535	plus	ppl2	Teo	617
42033381	plus	unassigned	B73	1
42032956	minus	unassigned	B73	1
42032606	minus	unassigned	Teo	18
42033211	plus	unassigned	B73	8
42033119	minus	nbr	B73	98
42032800	minus	nbr	Teo	33
42032539	plus	ppl2	B73	143
42032318	plus	ppl2	B73	47
42032987	minus	nbr	Teo	13
42032766	minus	nbr	Teo	50
42032391	minus	unassigned	B73	21
42031834	plus	unassigned	B73	2
42032127	plus	unassigned	B73	4
42032646	plus	unassigned	B73	9
42032170	plus	unassigned	Teo	14
42033191	plus	unassigned	B73	8
42032937	minus	unassigned	B73	1
42032956	plus	unassigned	Teo	8
42032804	minus	nbr	B73	428
42033249	plus	unassigned	Teo	1
42033021	plus	unassigned	B73	5
42032585	minus	unassigned	B73	29
42033331	plus	unassigned	Teo	1
42031678	minus	unassigned	B73	2
42031661	minus	unassigned	B73	2
42033242	minus	nbr	Teo	7
42033021	minus	nbr	Teo	9
42031692	minus	unassigned	Teo	3
42033305	minus	unassigned	B73	1
42032662	plus	ppl2	Teo	91
42032604	plus	ppl2	Teo	557
42031644	plus	unassigned	B73	3
42032412	minus	unassigned	Teo	1
42033059	plus	unassigned	Teo	8
42033246	minus	nbr	B73	26
42033025	minus	nbr	B73	115
42032566	minus	unassigned	B73	33
42032772	plus	unassigned	B73	2676
42033065	plus	unassigned	B73	13
42032666	plus	ppl2	B73	17
42032893	minus	nbr	Teo	7
42032602	plus	unassigned	B73	9
42032608	plus	ppl2	B73	119
42031659	minus	unassigned	B73	2
42032597	minus	unassigned	Teo	18
42033375	plus	unassigned	Teo	4
42031871	plus	ppl2	Teo	16
42031650	plus	ppl2	Teo	3
42031642	minus	unassigned	B73	2
42032912	plus	unassigned	Teo	66
42032580	minus	unassigned	Teo	20
42033205	plus	unassigned	Teo	5
42031673	minus	unassigned	Teo	3
42032931	minus	nbr	B73	101
42032710	minus	nbr	B73	135
42032897	minus	nbr	B73	72
42031688	plus	unassigned	B73	2
42032839	minus	nbr	B73	279
42032743	minus	unassigned	B73	105
42031875	plus	ppl2	B73	13
42031654	plus	ppl2	B73	11
42031770	plus	unassigned	B73	1
42031817	plus	ppl2	B73	9
42031836	minus	unassigned	B73	6
42032774	minus	unassigned	Teo	8
42032929	minus	nbr	Teo	9
42032708	minus	nbr	Teo	1
42032582	plus	unassigned	B73	9
42031867	minus	unassigned	Teo	2
42032849	plus	unassigned	B73	6198
42032373	plus	unassigned	Teo	20
42031850	minus	unassigned	Teo	2
42031907	plus	ppl2	Teo	29
42032412	plus	unassigned	B73	1
42033394	plus	unassigned	B73	1
42032892	plus	unassigned	Teo	219
42033185	plus	unassigned	Teo	5
42032931	plus	unassigned	B73	63
42033224	plus	unassigned	B73	4
42032722	plus	unassigned	Teo	463
42033015	plus	unassigned	Teo	7
42033373	minus	nbr	B73	2
42033152	minus	nbr	B73	65
42033315	minus	nbr	B73	12
42033296	minus	unassigned	B73	1
42032724	minus	unassigned	B73	111
42032351	plus	ppl2	B73	57
42032130	plus	ppl2	B73	22
42032572	plus	ppl2	B73	141
42032514	plus	ppl2	B73	68
42032389	minus	unassigned	B73	21
42031817	minus	unassigned	B73	5
42032755	minus	unassigned	Teo	8
42032372	minus	unassigned	B73	22
42031800	minus	unassigned	B73	5
42032392	plus	unassigned	B73	3
42031848	minus	unassigned	Teo	2
42031831	minus	unassigned	Teo	2
42032349	plus	ppl2	Teo	153
42032128	plus	ppl2	Teo	53
42032975	plus	unassigned	B73	10
42033268	plus	unassigned	B73	4
42032766	plus	unassigned	Teo	1002
42032966	minus	nbr	B73	108
42032745	minus	nbr	B73	656
42032805	plus	unassigned	B73	5199
42033350	plus	unassigned	B73	1
42031502	plus	ppl2	B73	13
42033141	plus	unassigned	Teo	10
42032835	minus	nbr	Teo	25
42031689	plus	ppl2	B73	13
42033277	minus	unassigned	B73	1
42033260	minus	unassigned	B73	1
42031813	plus	ppl2	Teo	7
42032353	minus	unassigned	B73	22
42032384	minus	unassigned	Teo	11
42031973	plus	unassigned	B73	1
42031803	plus	unassigned	B73	2
42032785	plus	unassigned	B73	4476
42033221	minus	nbr	B73	32
42033078	plus	unassigned	B73	13
42033000	minus	nbr	B73	129
42032576	plus	unassigned	Teo	37
42032615	plus	unassigned	B73	9
42032406	plus	unassigned	Teo	16
42033187	minus	nbr	B73	34
42032641	plus	ppl2	B73	104
42033388	plus	unassigned	Teo	4
42033160	plus	unassigned	B73	11
42032547	minus	unassigned	B73	33
42032925	plus	unassigned	Teo	14
42033311	minus	nbr	Teo	3
42033218	plus	unassigned	Teo	5
42032386	plus	ppl2	B73	60
42032530	minus	unassigned	B73	32
42032165	plus	ppl2	B73	29
42032578	minus	unassigned	Teo	21
42033277	minus	nbr	Teo	4
42033056	minus	nbr	Teo	19
42033300	plus	unassigned	Teo	1
42033219	minus	nbr	Teo	7
42032561	minus	unassigned	Teo	21
42032639	plus	ppl2	Teo	474
42031654	minus	unassigned	Teo	3
42032872	minus	nbr	B73	74
42031850	plus	ppl2	B73	8
42032962	minus	nbr	Teo	12
42032741	minus	nbr	Teo	49
42032386	plus	unassigned	Teo	18
42032904	minus	nbr	Teo	7
42031847	plus	unassigned	B73	2
42032528	minus	unassigned	B73	32
42031685	plus	ppl2	Teo	6
42032511	minus	unassigned	B73	33
42032222	plus	unassigned	B73	1
42031627	plus	ppl2	Teo	3
42031848	plus	ppl2	Teo	8
42032559	minus	unassigned	Teo	21
42032969	plus	unassigned	Teo	12
42032741	plus	unassigned	B73	970
42032892	minus	unassigned	B73	1
42032176	minus	unassigned	B73	12
42033034	plus	unassigned	B73	6
42032542	minus	unassigned	Teo	23
42032532	plus	unassigned	Teo	41
42031635	minus	unassigned	Teo	1
42033344	plus	unassigned	Teo	4
42032908	minus	nbr	B73	77
42033093	minus	nbr	B73	101
42032705	minus	unassigned	B73	96
42032736	minus	unassigned	Teo	8
42033183	minus	nbr	Teo	8
42033346	minus	nbr	Teo	1
42033125	minus	nbr	Teo	16
42031829	minus	unassigned	Teo	2
42032382	plus	ppl2	Teo	220
42032161	plus	ppl2	Teo	78
42032545	plus	ppl2	Teo	617
42031812	minus	unassigned	Teo	2
42032324	plus	ppl2	Teo	110
42032988	plus	unassigned	B73	5
42032779	plus	unassigned	Teo	1308
42032551	plus	unassigned	B73	11
42032873	minus	unassigned	B73	1
42032157	minus	unassigned	B73	13
42032342	plus	unassigned	Teo	19
42032609	plus	unassigned	Teo	37
42032140	minus	unassigned	B73	10
42033363	plus	unassigned	B73	1
42032861	plus	unassigned	Teo	1301
42033154	plus	unassigned	Teo	9
42032171	minus	unassigned	Teo	12
42033129	minus	nbr	B73	96
42032810	minus	nbr	Teo	34
42032107	plus	ppl2	B73	16
42032549	plus	ppl2	B73	150
42032328	plus	ppl2	B73	46
42033258	minus	unassigned	B73	1
42032997	minus	nbr	Teo	14
42032776	minus	nbr	Teo	50
42032717	minus	unassigned	Teo	8
42032334	minus	unassigned	B73	18
42032700	minus	unassigned	Teo	1
42032365	minus	unassigned	Teo	10
42032814	minus	nbr	B73	408
42031783	plus	unassigned	B73	1
42031791	minus	unassigned	B73	5
42032152	plus	unassigned	Teo	12
42032595	plus	unassigned	B73	9
42033198	plus	unassigned	Teo	5
42032944	plus	unassigned	B73	46
42033237	plus	unassigned	B73	4
42032735	plus	unassigned	Teo	542
42033028	plus	unassigned	Teo	7
42033252	minus	nbr	Teo	7
42033031	minus	nbr	Teo	17
42033110	plus	unassigned	Teo	10
42032672	plus	ppl2	Teo	73
42032315	minus	unassigned	B73	13
42032696	minus	unassigned	B73	7
42032346	minus	unassigned	Teo	13
42031789	minus	unassigned	B73	5
42031772	minus	unassigned	B73	1
42033256	minus	nbr	B73	25
42033035	minus	nbr	B73	114
42032676	plus	ppl2	B73	1
42031942	plus	unassigned	B73	1
42032235	plus	unassigned	B73	1
42031881	plus	ppl2	Teo	16
42032754	plus	unassigned	B73	1751
42031660	plus	ppl2	Teo	4
42033047	plus	unassigned	B73	11
42032545	plus	unassigned	Teo	40
42033090	plus	unassigned	Teo	7
42033357	plus	unassigned	Teo	4
42032523	minus	unassigned	Teo	23
42032818	plus	unassigned	B73	5506
42032941	minus	nbr	B73	109
42032720	minus	nbr	B73	592
42032900	plus	unassigned	B73	520
42032677	minus	unassigned	B73	2
42032660	minus	unassigned	B73	3
42031664	plus	ppl2	B73	13
42031885	plus	ppl2	B73	12
42031753	minus	unassigned	B73	1
42032939	minus	nbr	Teo	10
42032718	minus	nbr	Teo	39
42031986	plus	unassigned	B73	2
42031816	plus	unassigned	B73	2
42032109	plus	unassigned	B73	4
42032798	plus	unassigned	B73	4795
42032589	plus	unassigned	Teo	37
42032361	plus	unassigned	B73	4
42032854	minus	unassigned	B73	3
42032138	minus	unassigned	B73	9
42032628	plus	unassigned	B73	9
42032121	minus	unassigned	B73	7
42032880	plus	unassigned	B73	2329
42033173	plus	unassigned	B73	10
42032169	minus	unassigned	Teo	11
42032938	plus	unassigned	Teo	13
42032710	plus	unassigned	B73	418
42033383	minus	nbr	B73	2
42033162	minus	nbr	B73	58
42033003	plus	unassigned	B73	5
42032152	minus	unassigned	Teo	12
42032582	plus	ppl2	B73	137
42032361	plus	ppl2	B73	56
42032140	plus	ppl2	B73	23
42033313	plus	unassigned	Teo	1
42032614	plus	ppl2	Teo	536
42032138	plus	ppl2	Teo	57
42032359	plus	ppl2	Teo	191
42031796	plus	unassigned	B73	2
42031626	plus	unassigned	B73	3
42032399	plus	unassigned	Teo	16
42032171	plus	unassigned	B73	4
42032835	minus	unassigned	B73	10
42032119	minus	unassigned	B73	7
42032001	plus	unassigned	B73	2
42031791	plus	ppl2	B73	15
42032748	plus	unassigned	Teo	691
42031911	minus	unassigned	B73	7
42032618	plus	ppl2	B73	115
42032133	minus	unassigned	Teo	12
42032845	minus	nbr	Teo	22
42033293	plus	unassigned	Teo	1
42033123	plus	unassigned	Teo	9
42031823	plus	ppl2	Teo	7
42031789	plus	ppl2	Teo	6
42032849	minus	nbr	B73	214
42032327	minus	unassigned	Teo	13
42031827	plus	ppl2	B73	9
42033321	minus	nbr	Teo	3
42033100	minus	nbr	Teo	14
42033287	minus	nbr	Teo	4
42033066	minus	nbr	Teo	16
42032564	plus	unassigned	B73	10
42032520	plus	ppl2	Teo	539
42032355	plus	unassigned	Teo	19
42033376	plus	unassigned	B73	1
42032874	plus	unassigned	Teo	817
42033167	plus	unassigned	Teo	6
42032913	plus	unassigned	B73	255
42033206	plus	unassigned	B73	8
42032704	plus	unassigned	Teo	187
42033325	minus	nbr	B73	11
42033104	minus	nbr	B73	99
42032658	minus	unassigned	B73	3
42032641	minus	unassigned	B73	21
42032524	plus	ppl2	B73	131
42032972	minus	nbr	Teo	12
42032751	minus	nbr	Teo	50
42031999	plus	unassigned	B73	2
42031695	plus	ppl2	Teo	6
42032374	plus	unassigned	B73	4
42032165	plus	unassigned	Teo	13
42032204	plus	unassigned	B73	1
42032976	minus	nbr	B73	109
42032755	minus	nbr	B73	647
42032514	plus	unassigned	Teo	40
42032918	minus	nbr	B73	86
42032957	plus	unassigned	B73	15
42032520	plus	unassigned	B73	12
42032639	minus	unassigned	B73	21
42031699	plus	ppl2	B73	15
42033332	plus	unassigned	B73	1
42032830	plus	unassigned	Teo	1415
42032622	minus	unassigned	B73	22
42033193	minus	nbr	Teo	6
42032392	plus	ppl2	Teo	222
42032171	plus	ppl2	Teo	96
42033231	minus	nbr	B73	30
42033010	minus	nbr	B73	126
42032816	minus	unassigned	B73	41
42031955	plus	unassigned	B73	1
42032248	plus	unassigned	B73	1
42033197	minus	nbr	B73	30
42032651	plus	ppl2	B73	30
42031909	minus	unassigned	B73	7
42032847	minus	unassigned	Teo	1
42032767	plus	unassigned	B73	2351
42032558	plus	unassigned	Teo	37
42032330	plus	unassigned	B73	4
42032830	minus	unassigned	Teo	2
42032121	plus	unassigned	Teo	4
42032175	plus	ppl2	B73	46
42032114	minus	unassigned	Teo	10
42032396	plus	ppl2	B73	61
42032559	plus	ppl2	B73	142
42033142	plus	unassigned	B73	13
42032640	plus	unassigned	Teo	30
42033229	minus	nbr	Teo	7
42033008	minus	nbr	Teo	13
42032907	plus	unassigned	Teo	80
42032649	plus	ppl2	Teo	380
42032882	minus	nbr	B73	74
42031860	plus	ppl2	B73	10
42031802	plus	ppl2	B73	13
42031765	plus	unassigned	B73	1
42032914	minus	nbr	Teo	8
42033352	minus	unassigned	B73	1
42032828	minus	unassigned	Teo	2
42032368	plus	unassigned	Teo	20
42032140	plus	unassigned	B73	5
42032811	minus	unassigned	Teo	3
42031829	plus	unassigned	B73	2
42031637	plus	ppl2	Teo	2
42031858	plus	ppl2	Teo	10
42031904	minus	unassigned	Teo	7
42031911	plus	unassigned	B73	1
42032893	plus	unassigned	B73	985
42033186	plus	unassigned	B73	9
42032723	plus	unassigned	B73	773
42033016	plus	unassigned	B73	5
42033326	plus	unassigned	Teo	1
42033300	minus	nbr	B73	14
42033333	minus	unassigned	B73	1
42033356	minus	nbr	Teo	1
42033135	minus	nbr	Teo	16
42031639	plus	unassigned	B73	3
42032113	plus	ppl2	Teo	39
42032555	plus	ppl2	Teo	629
42032334	plus	ppl2	Teo	143
42031891	plus	unassigned	B73	2
42032184	plus	unassigned	B73	1
42031502	minus	unassigned	B73	2
42032790	minus	unassigned	B73	57
42032014	plus	unassigned	B73	1
42032951	minus	nbr	B73	112
42031883	minus	unassigned	B73	7
42032533	plus	unassigned	B73	11
42032324	plus	unassigned	Teo	18
42033345	plus	unassigned	B73	1
42033139	minus	nbr	B73	89
42032843	plus	unassigned	Teo	1418
42033136	plus	unassigned	Teo	9
42032820	minus	nbr	Teo	25
42032338	plus	ppl2	B73	51
42032117	plus	ppl2	B73	18
42032786	minus	nbr	Teo	51
42032949	minus	nbr	Teo	13
42032603	minus	unassigned	B73	26
42032634	minus	unassigned	Teo	15
42032788	minus	unassigned	B73	62
42032824	minus	nbr	B73	317
42032134	plus	unassigned	Teo	11
42032577	plus	unassigned	B73	10
42032592	plus	ppl2	B73	129
42032407	plus	unassigned	B73	3
42033262	minus	nbr	Teo	4
42033041	minus	nbr	Teo	18
42033389	plus	unassigned	B73	1
42033204	minus	nbr	Teo	6
42032887	plus	unassigned	Teo	321
42033156	minus	unassigned	B73	1
42032926	plus	unassigned	B73	98
42033219	plus	unassigned	B73	5
42032717	plus	unassigned	Teo	418
42032682	plus	ppl2	Teo	46
42032624	plus	ppl2	Teo	513
42032403	plus	ppl2	Teo	238
42032965	minus	unassigned	B73	1
42033262	plus	unassigned	Teo	1
42032615	minus	unassigned	Teo	16
42033266	minus	nbr	B73	21
42033045	minus	nbr	B73	104
42033208	minus	nbr	B73	30
42032628	plus	ppl2	B73	108
42032407	plus	ppl2	B73	66
42032809	minus	unassigned	Teo	3
42031670	plus	ppl2	Teo	4
42032387	plus	unassigned	B73	4
42031891	plus	ppl2	Teo	16
42031833	plus	ppl2	Teo	6
42032217	plus	unassigned	B73	1
42033199	plus	unassigned	B73	8
42032736	plus	unassigned	B73	892
42033029	plus	unassigned	B73	6
42032527	plus	unassigned	Teo	42
42032946	minus	unassigned	B73	1
42033072	plus	unassigned	Teo	7
42032730	minus	nbr	B73	629
42033339	plus	unassigned	Teo	1
42033111	plus	unassigned	B73	16
42032859	minus	nbr	B73	163
42032594	minus	unassigned	B73	30
42031674	plus	ppl2	B73	13
42031895	plus	ppl2	B73	16
42031687	minus	unassigned	B73	2
42031837	plus	ppl2	B73	10
42031670	minus	unassigned	B73	2
42032728	minus	nbr	Teo	47
42033331	minus	nbr	Teo	1
42033110	minus	nbr	Teo	15
42033314	minus	unassigned	B73	1
42032530	plus	ppl2	Teo	612
42032197	plus	unassigned	B73	1
42032407	minus	unassigned	B73	34
42031968	plus	unassigned	B73	1
42032771	minus	unassigned	B73	98
42031864	minus	unassigned	B73	5
42032343	plus	unassigned	B73	4
42033393	minus	nbr	B73	2
42033172	minus	nbr	B73	49
42033335	minus	nbr	B73	11
42033114	minus	nbr	B73	100
42032862	plus	unassigned	B73	5689
42031895	minus	unassigned	Teo	7
42033155	plus	unassigned	B73	14
42032653	plus	unassigned	Teo	1
42032150	plus	ppl2	B73	26
42032371	plus	ppl2	B73	60
42032534	plus	ppl2	B73	143
42032982	minus	nbr	Teo	12
42032369	plus	ppl2	Teo	215
42032148	plus	ppl2	Teo	70
42032769	minus	unassigned	B73	98
42031778	plus	unassigned	B73	1
42032986	minus	nbr	B73	110
42032765	minus	nbr	B73	651
42032752	minus	unassigned	B73	104
42032402	minus	unassigned	Teo	13
42031860	plus	unassigned	B73	2
42031845	minus	unassigned	B73	5
42032783	minus	unassigned	Teo	8
42032153	plus	unassigned	B73	4
42032855	minus	nbr	Teo	19
42031876	minus	unassigned	Teo	2
42032982	plus	unassigned	Teo	10
42031799	plus	ppl2	Teo	6
42032812	plus	unassigned	Teo	1504
42033105	plus	unassigned	Teo	10
42033241	minus	nbr	B73	26
42033020	minus	nbr	B73	113
42032733	minus	unassigned	B73	108
42032661	plus	ppl2	B73	21
42032398	minus	unassigned	B73	25
42031826	minus	unassigned	B73	6
42032764	minus	unassigned	Teo	8
42032381	minus	unassigned	B73	21
42031857	minus	unassigned	Teo	2
42033297	minus	nbr	Teo	3
42033076	minus	nbr	Teo	18
42033239	minus	nbr	Teo	7
42033018	minus	nbr	Teo	9
42032659	plus	ppl2	Teo	93
42032546	plus	unassigned	B73	11
42032337	plus	unassigned	Teo	19
42033091	plus	unassigned	B73	14
42032927	minus	unassigned	B73	1
42033358	plus	unassigned	B73	1
42032856	plus	unassigned	Teo	1352
42033149	plus	unassigned	Teo	10
42032892	minus	nbr	B73	73
42032575	minus	unassigned	B73	32
42031870	plus	ppl2	B73	10
42033231	plus	unassigned	Teo	5
42032761	minus	nbr	Teo	49
42031668	minus	unassigned	B73	2
42033286	minus	unassigned	B73	1
42032924	minus	nbr	Teo	9
42031651	minus	unassigned	B73	1
42031902	plus	ppl2	Teo	29
42031699	minus	unassigned	Teo	3
42031682	minus	unassigned	Teo	3
42031868	plus	ppl2	Teo	16
42031647	plus	ppl2	Teo	3
42032356	plus	unassigned	B73	4
42032147	plus	unassigned	Teo	12
42032928	minus	nbr	B73	100
42032875	plus	unassigned	B73	2970
42033168	plus	unassigned	B73	10
42031906	plus	ppl2	B73	16
42033250	plus	unassigned	B73	4
42032556	minus	unassigned	B73	33
42033041	plus	unassigned	Teo	6
42032939	plus	unassigned	B73	49
42033400	minus	nbr	Teo	1
42031649	minus	unassigned	B73	1
42032587	minus	unassigned	Teo	18
42031632	minus	unassigned	B73	2
42033366	minus	nbr	Teo	1
42033145	minus	nbr	Teo	14
42032570	minus	unassigned	Teo	21
42032344	plus	ppl2	Teo	151
42032123	plus	ppl2	Teo	43
42032565	plus	ppl2	Teo	630
42031663	minus	unassigned	Teo	3
42033149	minus	nbr	B73	68
42032603	plus	ppl2	B73	122
42031670	plus	unassigned	B73	1
42032830	minus	nbr	Teo	25
42031937	plus	unassigned	B73	1
42031500	plus	unassigned	B73	1
42032569	plus	ppl2	B73	136
42032348	plus	ppl2	B73	51
42032127	plus	ppl2	B73	19
42032796	minus	nbr	Teo	32
42032537	minus	unassigned	B73	30
42032749	plus	unassigned	B73	1342
42032520	minus	unassigned	B73	33
42032312	plus	unassigned	B73	2
42031840	minus	unassigned	Teo	2
42032103	plus	unassigned	Teo	2
42032792	plus	unassigned	Teo	1545
42032568	minus	unassigned	Teo	21
42033085	plus	unassigned	Teo	6
42032831	plus	unassigned	B73	5768
42033124	plus	unassigned	B73	12
42032622	plus	unassigned	Teo	35
42032834	minus	nbr	B73	283
42031812	plus	ppl2	B73	10
42032714	minus	unassigned	B73	114
42032379	minus	unassigned	B73	20
42031807	minus	unassigned	B73	6
42032745	minus	unassigned	Teo	8
42032362	minus	unassigned	B73	25
42033272	minus	nbr	Teo	4
42033051	minus	nbr	Teo	19
42031838	minus	unassigned	Teo	2
42032559	plus	unassigned	B73	10
42032393	minus	unassigned	Teo	10
42032122	plus	unassigned	B73	4
42031821	minus	unassigned	Teo	2
42032899	minus	unassigned	B73	1
42032869	plus	unassigned	Teo	940
42033244	plus	unassigned	Teo	3
42033310	minus	nbr	B73	13
42032705	plus	unassigned	B73	258
42033276	minus	nbr	B73	21
42033055	minus	nbr	B73	94
42033308	plus	unassigned	Teo	1
42033267	minus	unassigned	B73	1
42033250	minus	unassigned	B73	1
42033308	minus	nbr	Teo	3
42031680	plus	ppl2	Teo	6
42032726	minus	unassigned	Teo	8
42032343	minus	unassigned	B73	20
42031819	minus	unassigned	Teo	2
42031802	minus	unassigned	Teo	2
42032374	minus	unassigned	Teo	11
42032961	minus	nbr	B73	105
42032740	minus	nbr	B73	651
42031873	plus	unassigned	B73	2
42032166	plus	unassigned	B73	4
42031684	plus	ppl2	B73	13
42032515	plus	unassigned	B73	12
42032995	plus	unassigned	Teo	6
42033288	plus	unassigned	Teo	1
42033060	plus	unassigned	B73	13
42032959	minus	nbr	Teo	12
42032738	minus	nbr	Teo	49
42032825	plus	unassigned	Teo	1494
42033118	plus	unassigned	Teo	9
42033370	plus	unassigned	Teo	4
42033248	minus	unassigned	B73	1
42033200	plus	unassigned	Teo	5
42032551	minus	unassigned	Teo	23
42031644	minus	unassigned	Teo	1
42031798	minus	unassigned	B73	5
42031683	plus	unassigned	B73	2
42031781	minus	unassigned	B73	1
42033182	minus	nbr	B73	39
42032381	plus	ppl2	B73	59
42032160	plus	ppl2	B73	29
42032325	plus	unassigned	B73	4
42032116	plus	unassigned	Teo	4
42033214	minus	nbr	Teo	7
42033098	plus	unassigned	Teo	10
42032518	minus	unassigned	B73	35
42032635	plus	unassigned	Teo	30
42032634	plus	ppl2	Teo	486
42033180	plus	unassigned	Teo	5
42032549	minus	unassigned	Teo	23
42032641	plus	unassigned	B73	9
42032166	minus	unassigned	B73	12
42032882	minus	unassigned	B73	1
42033010	plus	unassigned	Teo	7
42032908	plus	unassigned	B73	277
42032379	plus	ppl2	Teo	221
42032158	plus	ppl2	Teo	72
42032532	minus	unassigned	Teo	23
42032951	plus	unassigned	Teo	9
42033218	minus	nbr	B73	35
42032638	plus	ppl2	B73	103
42032865	minus	nbr	Teo	16
42031843	plus	ppl2	Teo	5
42032369	plus	unassigned	B73	4
42031906	plus	unassigned	B73	1
42032888	plus	unassigned	B73	1433
42032863	minus	unassigned	B73	1
42032147	minus	unassigned	B73	13
42032903	minus	nbr	B73	75
42032513	minus	unassigned	Teo	22
42032718	plus	unassigned	B73	644
42032130	minus	unassigned	B73	8
42032970	plus	unassigned	B73	10
42033263	plus	unassigned	B73	4
42032869	minus	nbr	B73	103
42032761	plus	unassigned	Teo	953
42033054	plus	unassigned	Teo	9
42032800	plus	unassigned	B73	4875
42032161	minus	unassigned	Teo	11
42031847	plus	ppl2	B73	8
42033341	minus	nbr	Teo	1
42033120	minus	nbr	Teo	15
42033086	minus	nbr	Teo	15
42032540	plus	ppl2	Teo	615
42032707	minus	unassigned	Teo	8
42032324	minus	unassigned	B73	16
42031886	plus	unassigned	B73	2
42032179	plus	unassigned	B73	1
42032355	minus	unassigned	Teo	13
42032009	plus	unassigned	B73	1
42032844	minus	unassigned	B73	6
42032319	plus	unassigned	Teo	18
42033345	minus	nbr	B73	9
42033124	minus	nbr	B73	97
42032571	plus	unassigned	Teo	37
42032544	plus	ppl2	B73	144
42032323	plus	ppl2	B73	47
42032992	minus	nbr	Teo	14
42032771	minus	nbr	Teo	50
42032844	plus	unassigned	B73	6149
42033137	plus	unassigned	B73	13
42032686	minus	unassigned	B73	1
42032996	minus	nbr	B73	129
42032775	minus	nbr	B73	652
42032336	minus	unassigned	Teo	13
42032938	minus	nbr	B73	103
42032717	minus	nbr	B73	511
42031779	minus	unassigned	B73	1
42031762	minus	unassigned	B73	1
42032807	minus	nbr	Teo	34
42031842	plus	unassigned	B73	2
42031793	minus	unassigned	Teo	2
42032135	plus	unassigned	B73	5
42032654	plus	unassigned	B73	1
42032964	plus	unassigned	Teo	12
42033257	plus	unassigned	Teo	1
42033251	minus	nbr	B73	26
42033030	minus	nbr	B73	117
42032667	minus	unassigned	B73	3
42032317	minus	unassigned	Teo	14
42032650	minus	unassigned	B73	5
42032671	plus	ppl2	B73	11
42033159	minus	nbr	B73	58
42032613	plus	ppl2	B73	116
42031743	minus	unassigned	B73	1
42032137	plus	ppl2	B73	23
42032579	plus	ppl2	B73	141
42032358	plus	ppl2	B73	56
42031652	plus	unassigned	B73	3
42033249	minus	nbr	Teo	7
42033028	minus	nbr	Teo	16
42032669	plus	ppl2	Teo	78
42032698	plus	unassigned	B73	8
42032128	minus	unassigned	B73	8
42032528	plus	unassigned	B73	12
42032844	minus	nbr	B73	261
42032111	minus	unassigned	B73	7
42032780	plus	unassigned	B73	3371
42033073	plus	unassigned	B73	13
42031880	plus	ppl2	B73	12
42032159	minus	unassigned	Teo	11
42032838	plus	unassigned	Teo	1381
42032610	plus	unassigned	B73	9
42031822	plus	ppl2	B73	9
42032401	plus	unassigned	Teo	16
42032142	minus	unassigned	Teo	12
42032648	minus	unassigned	B73	20
42033383	plus	unassigned	Teo	4
42032934	minus	nbr	Teo	10
42032713	minus	nbr	Teo	27
42032920	plus	unassigned	Teo	25
42033213	plus	unassigned	Teo	5
42031878	plus	ppl2	Teo	16
42031657	plus	ppl2	Teo	3
42031696	plus	unassigned	B73	1
42032825	minus	unassigned	B73	19
42032109	minus	unassigned	B73	7
42033320	minus	nbr	B73	11
42032338	plus	unassigned	B73	4
42032129	plus	unassigned	Teo	10
42032590	plus	unassigned	B73	9
42033286	minus	nbr	B73	18
42033065	minus	nbr	B73	102
42032856	minus	unassigned	Teo	1
42032857	plus	unassigned	B73	5956
42032381	plus	unassigned	Teo	20
42032648	plus	unassigned	Teo	19
42031901	minus	unassigned	B73	7
42032123	minus	unassigned	Teo	11
42033193	plus	unassigned	Teo	5
42033232	plus	unassigned	B73	4
42032730	plus	unassigned	Teo	537
42033376	minus	nbr	Teo	1
42033155	minus	nbr	Teo	13
42033023	plus	unassigned	Teo	6
42033318	minus	nbr	Teo	3
42032575	plus	ppl2	Teo	636
